Product Name,Supplier Location,Quantity,Blockchain Transaction ID,Transportation Mode,Production Date,Transaction Date,Delivery Date,Soil Quality,Crop Health,pesticides used or not for growing crop,Total Supply Chain Days took to Deliver Product,Quality Assessment
Tomatoes,Raipur,9656,0xaac39fdca72ed19ef0735f9990eb6d671d1ad5caf810dd9d8ebc2cdc18d26c63,Ship,2022-10-05,2022-11-10,2022-12-14,Low,Stunted,not_used,70,Medium
Lettuce,Guwahati,2242,0x1ffc069bccc3c47990b2f7c9377dde8377adbda9dca76dc020d80b7491ac3b27,Air,2020-05-03,2020-06-23,2020-08-06,Medium,Healthy,used,95,Medium
Rice,Srinagar,7532,0x8c0b906c9cbceeec64e9e67e3e22e777ecf06a6fda75df5be8606faf177c9813,Ship,2023-09-07,2023-12-03,2024-02-12,Low,Stunted,used,158,Low
Rice,Meerut,9884,0xa8bb52ac2c533c80e2c84733c6bbd0a446ab6db5eafdf4a88df820e95497f6f1,Ship,2022-04-05,2022-06-09,2022-09-06,Low,Infected,used,154,Low
Corn,Srinagar,4507,0xc77697b6a5b5c8e335dde867efd5410e21a39cd869e5f75cdee8349b756ce91c,Truck,2021-05-07,2021-05-31,2021-06-27,High,Infected,not_used,51,High
Tomatoes,Thane,7628,0x8778835faea919197660418e7d27950a3b52cd3218be4566b89a4919a22b86c8,Truck,2020-12-06,2021-02-26,2021-05-27,Low,Healthy,used,172,Low
Soybeans,Jaipur,276,0xd526c6702d72cfc88d96820e766697b0ab75db2e75a7c7def4266702ecc39100,Truck,2020-07-01,2020-07-26,2020-08-12,Low,Healthy,not_used,42,High
Rice,Jodhpur,6987,0x5b95b7187020d5bac9a213278a9e9d4a8574160d4921fdfd2f36287eafb78c68,Truck,2023-07-01,2023-08-17,2023-09-22,Medium,Healthy,not_used,83,Medium
Wheat,Ghaziabad,982,0x5c39b8e7bb9a343c3ff35a29dad1defa36438df39c14720370487747409d4a3e,Truck,2022-03-07,2022-05-15,2022-08-11,Low,Healthy,not_used,157,Low
Rice,Aurangabad,285,0x95eb10ae6578429d6df5d42d342b1dfca9147d0733ff0bf9b249fc062acfecfe,Ship,2022-08-02,2022-10-05,2022-12-06,Low,Stunted,used,126,Low
Rice,Navi Mumbai,3953,0x138e00d3b238dd586715075bef156b6cc6288bb222fa35f9a2fe72f347542070,Ship,2023-11-04,2024-01-12,2024-03-27,Low,Healthy,not_used,144,Low
Corn,Navi Mumbai,988,0xe20d64d24ec8e52799f2086d4d676fef3b50123efc63d27cca579b41b0492f5e,Air,2021-01-01,2021-02-20,2021-04-03,Low,Healthy,used,92,Medium
Rice,Kota,5308,0x8c3269f52288e815ce7e8555dbd1c27b19a8d7a2dc7fd0a7d7433536d56eea6c,Truck,2021-11-01,2022-01-01,2022-03-06,Low,Healthy,used,125,Low
Potatoes,Srinagar,2961,0x400e250d777b05b2ad86a6c33ddfbb8942aaff515d5d07475c6f697deed15785,Air,2021-01-01,2021-01-14,2021-02-06,Low,Healthy,used,36,High
Tomatoes,Nashik,5714,0x30e783504b1439581ad245f534d9ac09ece850c755b28ecef00b935acaa8a7e6,Ship,2023-08-07,2023-10-27,2024-01-18,High,Infected,used,164,Low
Wheat,Ludhiana,8927,0xbd4a6ca08b65b9c43a7651aac8e595e78f86cd6aa01c3232bdd33b097d4bee05,Ship,2023-02-05,2023-03-04,2023-03-26,High,Stunted,used,49,High
Wheat,Lucknow,104,0xfc7e803d65bdc036ae732e4fde60739804d8f239b396a7b02215b1ff92687904,Ship,2020-02-03,2020-04-02,2020-05-16,Medium,Healthy,not_used,103,Medium
Rice,Lucknow,3368,0xdf1f6359e685976999633b0d510ca9e9b3df894316a90e0cdb842ec276383de2,Ship,2023-11-06,2023-11-25,2023-12-06,High,Infected,used,30,High
Soybeans,Allahabad,4593,0xd0d8d1de49a88515da95a5d217b2b980559b63befac59a85752c8678d65b2ff8,Ship,2021-01-01,2021-03-08,2021-05-24,Medium,Stunted,used,143,Low
Wheat,Gwalior,6183,0x40719dee8d6576d5f916ab97a6291789cddc5f632dd57ec79e3732f8876674e5,Truck,2020-03-07,2020-05-05,2020-06-13,Medium,Stunted,used,98,Medium
Rice,Faridabad,8417,0x31e7417341b9be13849a890397222b03002c2c1ace9022008b5cd677a370e7e1,Air,2021-10-05,2021-11-08,2021-12-29,Low,Healthy,not_used,85,Medium
Soybeans,Kolkata,1172,0x0f831bcbb7cd362b71b7208ec19e19c7de9d8c5b0c5b6bb22466af5a85e5ea4c,Truck,2021-05-05,2021-07-01,2021-08-25,Medium,Healthy,not_used,112,Medium
Tomatoes,Guwahati,1480,0xe5c04fc397d9c4eb8c59674b9c63558ad0113dbd4f156b5b016b7b38c17fa3e0,Ship,2020-07-05,2020-08-18,2020-09-18,Low,Stunted,used,75,Medium
Corn,Hyderabad,5384,0x1f2c0f1a30a5cf9145babbe63dbcaa3a4e8e0b3f5669ff59d1c49f7e592a626e,Ship,2022-11-07,2023-01-24,2023-04-03,Medium,Infected,not_used,147,Low
Corn,Vijayawada,2380,0x435e83da634855219f12027e544954cbe42f9b7cf3d48422d4066eed80bc8f17,Truck,2021-08-02,2021-10-14,2021-12-28,High,Healthy,used,148,Low
Potatoes,Ahmedabad,1904,0x1c85153d9dd0d0fc131b63cd2ec879a813040081942d98358a59ab6e2c8ffe43,Ship,2023-01-07,2023-02-16,2023-04-14,Low,Healthy,not_used,97,Medium
Tomatoes,Ahmedabad,5134,0x1689339276999bab870502786f57a404db1b4d630648a5db380712759f5dbdf1,Air,2021-04-05,2021-06-16,2021-08-22,High,Stunted,used,139,Low
Wheat,Ludhiana,2451,0xd385ae34b340caeb5fde9a603ba5f3be2d3092bdd6c6bb76cb766ef4fc88406c,Truck,2020-02-05,2020-04-30,2020-07-27,Low,Healthy,not_used,173,Low
Tomatoes,Jabalpur,8331,0xa4ac9c63d9a752d0df54c84dd0354d4a630ade497ed624a2cf360fd642565f1a,Truck,2023-04-01,2023-06-04,2023-08-13,Low,Infected,not_used,134,Low
Wheat,Meerut,3262,0xa2a12af7fd5496a3723ac82d4cb68d8a7f75206681f67e1aed6373444d719097,Air,2023-11-07,2023-12-01,2023-12-13,Low,Healthy,used,36,High
Tomatoes,Pune,5565,0x5fab37c67b7cfbd9b54ff265336f16396893c5bac1c35f5e612ab055442aaa8d,Truck,2022-06-04,2022-07-02,2022-07-30,High,Stunted,not_used,56,High
Potatoes,Jabalpur,3826,0x20dc28ae9f49ac87193b1fd8ce27f114bbeb22e7b8fb6affc4963e42670dbc1f,Air,2022-09-01,2022-10-16,2022-11-30,High,Healthy,used,90,Medium
Wheat,Hyderabad,8713,0x1e9c9f6ca1a1a97260b513059b7400ca3975e05af2d55a64994012b50281f082,Truck,2022-04-03,2022-05-06,2022-06-06,Low,Stunted,not_used,64,Medium
Potatoes,Bangalore,2083,0x23f14926ca6a902e5f4bd817f5904d12c12de8bd1404e3b90440c8a58302a88d,Air,2022-08-06,2022-09-06,2022-10-07,Medium,Healthy,used,62,Medium
Tomatoes,Vasai-Virar,5648,0x95a30d9962fa124eed8c0822e1788c0422a3e77f24a50c469fd12dcd92f3f633,Truck,2020-05-07,2020-07-31,2020-10-21,Medium,Healthy,used,167,Low
Potatoes,Aurangabad,9267,0x09c3657c0a3fe216fe90f207f0831bcc1ba1c92e18118a0db5e9b8117dea8345,Truck,2022-09-04,2022-09-28,2022-10-12,Medium,Infected,not_used,38,High
Tomatoes,Bhopal,1633,0xe6f78b2be7af72d604f2ff1cf478f9b3704fd6a9e32387845bf5ef561141be0f,Air,2023-12-02,2024-01-17,2024-03-10,Low,Stunted,used,99,Medium
Rice,Visakhapatnam,5980,0x0e6d9af35f79f1daf392a0bf066b52e8472fb94568cee75507466fb5cb0294e1,Ship,2023-04-07,2023-06-17,2023-09-02,Low,Stunted,used,148,Low
Corn,Kolkata,2256,0x595a142feb77af499df3ad9f5d7228f3c2dca015874efb80fc942d9e023a12fa,Air,2020-11-05,2021-01-22,2021-03-30,Low,Healthy,used,145,Low
Corn,Nagpur,3238,0x774088bef10e5a9630409591255f3a405a3b30785a606df87dd74a06a1dad3c1,Ship,2020-10-07,2020-10-21,2020-11-06,Low,Healthy,not_used,30,High
Rice,Jabalpur,5248,0x5dcb497b20a3e36b8244f2150bca7587354cf2a60955fb2fab64139e2d5b1ab0,Air,2023-11-02,2024-01-31,2024-04-02,High,Healthy,used,152,Low
Wheat,Jaipur,9884,0x9e58f9c34958ccc072e82f08096003836a2b9fcb3147a78333628a2af95085d6,Truck,2023-01-01,2023-03-21,2023-05-23,High,Stunted,not_used,142,Low
Potatoes,Raipur,9002,0xbf7fb447b87cb0fac490e28e8e53954e1e7bbc79f0adcdd8ae2e0bd9b4a6d26c,Air,2020-09-07,2020-10-01,2020-10-18,High,Healthy,used,41,High
Soybeans,Kota,9172,0x7804fa0f22f0e399e308d0278572e7181a69fc245d55f21de32700b148a7304c,Ship,2023-07-02,2023-09-04,2023-11-18,Low,Healthy,used,139,Low
Tomatoes,Ahmedabad,4093,0xe05b2ac4ae757e89b94e3fe5d3443cee13b117907a254f72666d1e1d7b23e8e6,Air,2020-11-01,2021-01-04,2021-03-21,Medium,Infected,used,140,Low
Lettuce,Patna,2112,0xe557bca860f78053e64c43b755ae883636e21c3b0dace5b3f2f3d9a5007ce132,Ship,2023-01-07,2023-02-07,2023-04-03,High,Stunted,not_used,86,Medium
Lettuce,Amritsar,8696,0xd521f2f75b3ae832b78f26a3eb2e4b129b0df3bab9c455e82e0029d2ca3d6b43,Truck,2023-04-05,2023-05-02,2023-05-19,Low,Healthy,used,44,High
Corn,Hyderabad,1857,0x3cae4db606d4ba167e0a7e6231bd8bb1629ee674ed1faaf9219b9d6f2214b466,Air,2021-01-03,2021-02-20,2021-04-05,Low,Stunted,used,92,Medium
Rice,Pune,9218,0xc2e5979394468108e426f1688d0622daf6cd8cc0fbb01bc5029bb7eb978021d6,Air,2021-06-02,2021-07-12,2021-09-06,Low,Healthy,not_used,96,Medium
Rice,Mumbai,202,0xfdae64b6f3e873bb55e188aeaac58a6214923bc7b1658c0a68ade31823de0746,Truck,2023-10-05,2023-11-13,2023-12-16,High,Stunted,not_used,72,Medium
Soybeans,Ludhiana,8622,0x57188ed73b218cf052829166f6e0cf0351edb4c71e84cf19662ac5af295e9d5f,Truck,2022-12-05,2022-12-23,2023-01-21,Low,Stunted,not_used,47,High
Potatoes,Delhi,246,0xbb17eebeef0eca2732b5637c2c86f2fec73c3194e8fab8ee988e81266a7d8ff6,Ship,2021-12-02,2022-02-02,2022-04-19,High,Healthy,used,138,Low
Wheat,Indore,5081,0x33bfc88a579a6bf9c0ab8ad8808ed03a72039428e65782e49ca75f973f589a3b,Air,2021-01-03,2021-01-22,2021-02-06,Medium,Stunted,not_used,34,High
Tomatoes,Srinagar,6657,0xd45915a2f5fdc94b8a3b65c01135293189d1f85f2515b85c24c92ec31bf70a49,Truck,2021-06-01,2021-06-25,2021-07-25,Low,Stunted,used,54,High
Soybeans,Mumbai,9685,0xdfe5916a00f6fddfdca9a1788f3198920335c2393de54221cdad7ff0114d92e8,Ship,2021-01-06,2021-04-06,2021-07-03,High,Infected,not_used,178,Low
Corn,Gwalior,2101,0x841eb540438db39e6ef15dc4879e8abf39a92e5d27a186c464d3a513ef69899d,Truck,2023-03-02,2023-03-16,2023-04-14,Medium,Stunted,not_used,43,High
Rice,Ranchi,9740,0x95ac39ed2962a04599c70b3ef0ed248123d99c9398af951786048c6e735f9589,Air,2021-12-01,2021-12-30,2022-01-25,Low,Infected,not_used,55,High
Lettuce,Guwahati,8611,0xd6d24e3708b21ff146b34fa012ab35c64a289cdddbd87b2f234e246fb95b1f88,Truck,2020-04-04,2020-05-14,2020-07-02,High,Healthy,not_used,89,Medium
Corn,Pune,1391,0xe0e1c26b76a2f5b7092392b51728162fee2e366ec79c68b94691f1fb528f1cb0,Ship,2023-08-07,2023-10-10,2024-01-06,Low,Healthy,not_used,152,Low
Rice,Kota,3626,0xc1a66826a738a89d1281cf430d788746844492bdfe0314e7aaab2fed4c7e30cf,Truck,2021-07-02,2021-09-30,2021-12-12,Low,Healthy,used,163,Low
Rice,Ranchi,9246,0x268afa0e4aca4f70414428cbb4cea58e03b38c5631d82a80ff6716ba019933d8,Ship,2021-10-06,2021-10-17,2021-11-08,Low,Stunted,used,33,High
Lettuce,Nashik,6326,0x8991f9a9f5f9604e702616305d9bd72dbb9d44a6dd96f34a44decdc0b9242f45,Ship,2020-09-02,2020-10-25,2020-12-09,Medium,Stunted,not_used,98,Medium
Corn,Ludhiana,8167,0x06ee95761291c1fd50793a76928891462e0210eab1711215cbf06e2a64c47d3d,Truck,2022-09-03,2022-11-17,2023-02-01,Low,Stunted,used,151,Low
Wheat,Vijayawada,7247,0x6ce72571fbcbc8b64da25cded62408ffcf37fe50b6e3830a92c4d92bb67094c0,Air,2022-10-01,2022-10-26,2022-11-24,Medium,Healthy,not_used,54,High
Tomatoes,Nagpur,9422,0x7a77eed8d4ec1470dd806b8d09d048115f338112c3b235fdc7fb7d7048f3b787,Ship,2021-07-03,2021-08-19,2021-10-09,High,Infected,used,98,Medium
Corn,Kanpur,7117,0xab9913b6830cb57c1d37536caf8c36a0ac0ca098d995badfd7c6ac583ca21aab,Ship,2022-03-04,2022-03-16,2022-04-06,Low,Infected,used,33,High
Wheat,Aurangabad,2049,0x31f266d1a741a587c46100c16f3b33da4fe51e34f9f9c86ef8da9d89fca435e9,Air,2023-06-04,2023-06-21,2023-07-16,Medium,Infected,not_used,42,High
Rice,Hyderabad,2349,0x45ba8c5ff8f9ea5e98f1c7078c20f12f2b059ddef5a55172c948e1021423958a,Truck,2021-05-03,2021-06-15,2021-08-09,High,Healthy,not_used,98,Medium
Corn,Ludhiana,8104,0xfd161cda037369df33f1fadb4949cdf622112a018337d0a0ef771934df449ae6,Ship,2023-10-02,2023-10-15,2023-11-04,High,Infected,used,33,High
Corn,Lucknow,3145,0x67e17f194776a1ec7e20116aa66b5cb7212807423108558d531a9ff23de8d579,Air,2020-01-01,2020-03-20,2020-06-07,Medium,Infected,used,158,Low
Tomatoes,Pune,8786,0x3ba346019530c2cdfa2a2ce4aa39b2c1f23e8bc0ea3aa557616e1434cdcc4f2f,Air,2021-10-05,2021-10-29,2021-11-26,High,Infected,used,52,High
Potatoes,Vadodara,9593,0x9503c336245b8386949e40c72935f7e7025ac7a47968963cf6630826d2d88024,Air,2020-11-07,2020-12-07,2021-01-01,Low,Healthy,not_used,55,High
Potatoes,Kalyan-Dombivali,1669,0x5d0eb61c2799b389cabdbde17338123d5f05bfe064f39138165e2e2f179042dc,Truck,2020-10-07,2020-12-31,2021-03-20,Low,Stunted,not_used,164,Low
Corn,Jaipur,5881,0x41f0dc89ac973b4cd8aa7eb9554b9ab7d31fb01c78d531e714852de561a541d2,Truck,2020-02-06,2020-03-12,2020-04-25,High,Infected,used,79,Medium
Corn,Kanpur,6874,0x95d96f696bd43f4ab8c89a104eb729f25275f713755b36f10965d80373f81008,Air,2021-12-07,2022-01-07,2022-02-09,High,Infected,used,64,Medium
Tomatoes,Vasai-Virar,8630,0x1efc7fe3dd5fcffd35cbe09c52299403d5130b1a6894c40f1bbc8a6305f89b2d,Ship,2020-10-01,2020-10-27,2020-11-13,Low,Stunted,used,43,High
Tomatoes,Visakhapatnam,3431,0x20d4cb14fdfec035c4d65899537409c3411704383dc906cb57a1f5fc3bc7319f,Air,2020-03-04,2020-05-27,2020-08-11,High,Stunted,used,160,Low
Wheat,Jaipur,6066,0xc7ef1b124264fcdaecc59edf98bbaa2406578335b82f3a67db8de96eff2e435a,Air,2022-01-06,2022-02-25,2022-04-06,Medium,Healthy,used,90,Medium
Corn,Delhi,1293,0x01ec7f60a4dbd4642842a1d63c9a373819f533d454bf368d1f73c243667662c4,Ship,2021-08-05,2021-09-23,2021-11-17,High,Stunted,used,104,Medium
Corn,Ranchi,662,0x9b109648a952aae40cf3313a329e96816eefaa44a9eb54427ece4a13b964d184,Truck,2022-05-06,2022-05-21,2022-06-09,High,Healthy,not_used,34,High
Potatoes,Dhanbad,2723,0xe84fff1d21b06d871a43513ba636cfcf479e0a517932849a386c615278b11688,Air,2020-05-04,2020-06-19,2020-08-05,High,Infected,not_used,93,Medium
Soybeans,Delhi,107,0xc3dea92775089ad7832bd56335ad3a1d8c0dbe0331d8062fbfa9ccd9c26a579c,Ship,2023-01-06,2023-02-15,2023-03-26,Low,Infected,not_used,79,Medium
Lettuce,Nagpur,7645,0x41a41911e79a4a3a11b44ca596fa7a104fd5b97e86facbe81562a05b2177dfa4,Air,2021-05-01,2021-07-30,2021-10-13,Low,Healthy,not_used,165,Low
Wheat,Solapur,1678,0xa2c7bb1f784fed5784098fba3439aaa30aefcebddc991be66c820d98827ba966,Air,2021-12-05,2022-02-19,2022-05-14,High,Healthy,not_used,160,Low
Potatoes,Kanpur,8972,0xbfa9ca335f19edf63e4e76e2df0a0f8296c66419268074603b29ceac3e62d9e1,Air,2023-02-02,2023-02-20,2023-03-06,Low,Infected,not_used,32,High
Lettuce,Nashik,451,0x3ffed89d0f19423dc8f2879dc992dcf1b908343bdb1147293a805ba86211d163,Ship,2021-03-06,2021-04-02,2021-04-28,High,Stunted,not_used,53,High
Soybeans,Indore,3820,0xe6c206df67a77d74c3f8246dce77d457e5c1977934eeb6404b3eb36aca274e42,Air,2022-01-03,2022-01-26,2022-02-25,Low,Infected,not_used,53,High
Wheat,Ludhiana,8062,0x8e0fa55116c28ba3b718a5be78c970b7666bf1f84e669220be72d46c957325a4,Truck,2020-02-03,2020-03-04,2020-03-28,Low,Healthy,used,54,High
Tomatoes,Kota,4024,0x7ba287ff90d25e5074c34a2ab2f04c23a88895a6353419769d79abc345202a8e,Truck,2021-04-03,2021-04-15,2021-05-06,Medium,Infected,used,33,High
Wheat,Meerut,3803,0xe1bd66e5a0b315d232b5af380c64a12787b63848d9a3c3aba8631c1c53dc513d,Truck,2020-12-03,2020-12-31,2021-01-12,Medium,Stunted,used,40,High
Corn,Nagpur,4431,0x1a4b28a7b18bb9679f696e908293d9dbcc323f57cc97039a41ed1c5d0e59c0c7,Ship,2023-03-06,2023-04-11,2023-05-25,High,Stunted,used,80,Medium
Wheat,Guwahati,9250,0x19ed689d4e15dd686ac7c229ce7603a69e5f48ca65cb0e27464a329cb4edf688,Air,2021-06-05,2021-08-20,2021-11-18,High,Healthy,used,166,Low
Rice,Visakhapatnam,5636,0xe2691479164e5610f63b21f77cf45e9e12caa3efb85970773cebfa11080f179c,Truck,2022-12-04,2023-01-27,2023-03-02,High,Stunted,used,88,Medium
Soybeans,Pune,248,0xcdc4b7820ca74ed47d698d56d9be1dfed6332bd7bf02a0b487fa0d153709297b,Truck,2021-10-05,2021-10-21,2021-11-06,High,Infected,used,32,High
Potatoes,Ahmedabad,1699,0x37c06313dedc721de6980e67f6b018eb7ccc7f5fd79c140c25720d1a7148956b,Air,2020-05-03,2020-07-31,2020-10-11,Low,Healthy,not_used,161,Low
Tomatoes,Nashik,8818,0x5f97857e7c771deadd54274ae8f459c22637f133c671db9019e1c79fe3099104,Truck,2021-09-04,2021-10-20,2021-12-13,Low,Stunted,used,100,Medium
Potatoes,Allahabad,2310,0x1ab05981803f258fb1b17bcaa99ebd8899b8991ae49e3f2dfb0a87ea6ebd1428,Ship,2021-09-06,2021-11-27,2022-02-17,Low,Healthy,not_used,164,Low
Corn,Meerut,5655,0xfd5525d7bfb49bb109163e0662685f9da3446166dd43f1a43a8fb36c55d690c1,Truck,2023-06-05,2023-08-05,2023-10-10,High,Stunted,used,127,Low
Rice,Bhopal,5020,0xf527f1eccd9871ee6f4ad0cb75814c0ff38f4662de4d65bb253570664564c19d,Truck,2021-02-01,2021-03-19,2021-05-07,Medium,Healthy,not_used,95,Medium
Rice,Nashik,4873,0xc7b09ae95a596c88e9e48a5dff6aec630f6c269cc7709946dd8cf5c515b10125,Air,2023-02-05,2023-03-20,2023-04-25,Medium,Stunted,used,79,Medium
Soybeans,Ahmedabad,5520,0x6b7affd194e21bed93b002237c4c3460b49ed08bf1e334c1f950dcf688007ff8,Truck,2020-08-01,2020-09-07,2020-10-30,High,Healthy,not_used,90,Medium
Soybeans,Bhopal,6842,0x5700c2cd286905acc9a936ea6d46ca8f859e660b06c9ff99006bf64a9f3030c0,Truck,2021-10-01,2021-10-15,2021-11-08,Medium,Healthy,not_used,38,High
Wheat,Solapur,1106,0x0d958af442685ea07cf53dfffd1bf16db4c6ebe964d8d2d9c601e66b3e95c945,Ship,2022-11-06,2022-12-23,2023-02-04,Medium,Stunted,used,90,Medium
Tomatoes,Rajkot,2585,0xca7b288dd8eaac894e6bc05074dbc4d8d403dcbc8c164cdc539518a157a4fb5b,Air,2022-11-06,2022-11-18,2022-11-28,Medium,Healthy,not_used,22,High
Lettuce,Bangalore,7813,0xe290b35f272c64570b60bfcfb4ce6ae85c96672298f1d653906a0356ca57aa68,Ship,2022-02-04,2022-03-06,2022-03-22,High,Stunted,not_used,46,High
Soybeans,Kanpur,3424,0xfed93ccb3498c2a39aee33cdd32691a331e62db32beb39cb1b76e6741d974a4b,Air,2021-02-04,2021-03-13,2021-05-07,Low,Healthy,used,92,Medium
Rice,Nagpur,5757,0x2b694e4c098068fdba93ac068b2ffb9c4a063db2fafca29f83523aa2af40d9bd,Truck,2020-11-06,2020-12-29,2021-02-21,Medium,Stunted,not_used,107,Medium
Lettuce,Thane,8631,0xa267c8fc4ef6062ad7c57d0e1c3dadeb73d7e92fd300a348e92ba6b4863d75b4,Air,2023-08-02,2023-10-31,2024-01-05,Low,Healthy,used,156,Low
Tomatoes,Allahabad,1022,0xcb8bc6a64a39a7847cf03cf232d8875ab4acfde5c3a920608b3470e4434ce168,Truck,2023-08-01,2023-10-22,2024-01-16,High,Stunted,used,168,Low
Corn,Vadodara,1812,0x8f7a2697b57aab12c9e980a21da897cd9895436ee105836793ae43970c772ea7,Air,2023-09-01,2023-10-31,2023-12-15,High,Stunted,used,105,Medium
Potatoes,Thane,7732,0xf364aa684735f2a536e5a99588ed392e11192dc695f0ecfc33bdcfac7f15ec81,Ship,2022-10-04,2023-01-02,2023-03-14,Low,Infected,not_used,161,Low
Soybeans,Bangalore,1006,0x3fb9660e4d606c46b898dd2181f5233291babe6cb084f9c44cb3ea2c3b9804a3,Ship,2020-11-03,2021-01-06,2021-03-29,High,Infected,not_used,146,Low
Tomatoes,Indore,3741,0x5ba581780bc7d1897c8fa4e1713adfc62d7f2073a5bddaa1e62e54cdda67853f,Truck,2021-03-05,2021-04-26,2021-06-13,High,Healthy,used,100,Medium
Wheat,Amritsar,9653,0xd4cdaf0a373fe1dbac7c0074b05f5ebb36c36de1fe7eec2d432dc327a389efbf,Ship,2020-11-03,2020-11-17,2020-12-01,Medium,Healthy,used,28,High
Soybeans,Chennai,8758,0x4d20d004566db07d07fc4efcb995744ff14b4df0edf60c3ec6964721df0999ee,Ship,2022-11-02,2022-11-23,2022-12-04,High,Infected,not_used,32,High
Corn,Bhopal,983,0x7cf45d3b2ed6dd4d7784e82199d082d7b7d43b2f26ae83a5ff490b0a68e2e7f1,Air,2020-08-02,2020-10-08,2021-01-05,Medium,Stunted,used,156,Low
Soybeans,Jodhpur,6433,0x64d663a8207140d7386c4c31245325e2719a580e8521c3f247c975d5f0a461ab,Truck,2020-06-07,2020-07-21,2020-09-06,High,Healthy,used,91,Medium
Lettuce,Navi Mumbai,8316,0xcc6067a692b28c8b7e890a8c00c344fd471b0ff0b302e60e4caf24e6960c42ce,Truck,2021-08-07,2021-10-10,2021-12-19,Medium,Stunted,not_used,134,Low
Tomatoes,Amritsar,4066,0x3f139bb57236d826337d37ee3316b329c031b9341bcbc8d56e965ebdea5feb8b,Truck,2022-02-01,2022-04-07,2022-06-11,Medium,Stunted,used,130,Low
Tomatoes,Kalyan-Dombivali,3949,0x354141ee67e4c91682f74b6c4b75bff0d62a6339e0c12bec431994634c3b58f9,Truck,2020-11-03,2020-11-16,2020-11-26,Medium,Healthy,not_used,23,High
Tomatoes,Jaipur,8106,0x6a748eb9434a6f376b67711c1aa28c3d0e9ce240654f780a9a793e9418c27c1f,Air,2020-12-05,2021-01-04,2021-01-28,Low,Healthy,not_used,54,High
Lettuce,Solapur,9130,0x0d1eb61ffdb80640a0d7adfadb225f0a987240f015cf6f2f8892dffa403e8afb,Air,2022-09-05,2022-09-16,2022-10-02,Low,Stunted,used,27,High
Rice,Thane,9144,0x4f8e46f1807d1c95902be5198104d271f59e151de2e1e5ac462a5bb1b6ea4de8,Truck,2023-11-07,2023-11-21,2023-12-01,Low,Stunted,used,24,High
Rice,Nagpur,1283,0xd5ba4bbccb719d0f11ce18b14e881bc1516c93b955c046a8bdd3ac82cb1d02d4,Air,2022-12-04,2023-01-13,2023-02-15,High,Healthy,not_used,73,Medium
Tomatoes,Gwalior,4964,0x9173bcd305211e67f498f5245e6bd6e8470b1d8a98d9e9527459ac8e00310855,Truck,2022-10-02,2022-11-08,2022-12-13,Medium,Healthy,not_used,72,Medium
Corn,Coimbatore,2507,0x349cb770a34351d7424d0a43fa25ef3e579c646b13611f00eaf79773b0fe08da,Air,2022-05-06,2022-05-25,2022-06-21,Medium,Stunted,not_used,46,High
Rice,Nashik,813,0x2d486b07918df44888ce7e56373eec784444dd76e67120feca13646868f9a1d4,Air,2023-12-01,2024-02-12,2024-05-04,Low,Stunted,used,155,Low
Rice,Nashik,884,0x4eae9eb873589de2f4de6a306a6f91911782b2d57d38532bbbb1c8e8191d66c5,Ship,2021-03-05,2021-03-16,2021-04-12,Low,Stunted,used,38,High
Tomatoes,Madurai,189,0xa0110897b22ae04732e669ba54e67d1f03108fc5240e2b3d4800a4951c626f63,Air,2022-05-03,2022-05-16,2022-05-30,High,Healthy,not_used,27,High
Rice,Vadodara,7710,0x82733e2007cba0fa93e38ca5a907e6aba23b30e1ce4128a02cb4d77445fd01a3,Air,2023-03-01,2023-04-22,2023-06-13,High,Stunted,used,104,Medium
Lettuce,Rajkot,7753,0xb2c76a9d88791b69502cda37e6a9cba5d2ae7881ba1eb2c66d3a8b4eec0f3930,Truck,2022-12-02,2023-02-20,2023-05-08,Low,Healthy,used,157,Low
Wheat,Navi Mumbai,7488,0xc384694a87ce0bd9a68e8b8fbda46b720591c9780d79b0bb6b4a160d1d6b7e78,Ship,2022-11-02,2023-01-25,2023-04-05,High,Infected,not_used,154,Low
Corn,Visakhapatnam,414,0xb92835c6d612ebb8a36299d5a76327d3770ce2e9c4ff9ab026e5f17fe5cef175,Truck,2023-10-07,2023-10-25,2023-11-05,High,Stunted,not_used,29,High
Corn,Gwalior,5649,0xae2821cbdc59a68bbc13bc247a625d68ae7e6d80dc94b5b0cb50449e28f91d17,Ship,2021-03-01,2021-04-19,2021-06-07,High,Stunted,used,98,Medium
Corn,Lucknow,7005,0x0fa9cbf8bba2039c28b2cbbc971ac94fbf3760b56de609acd9fb4e47ebfe353b,Air,2021-05-01,2021-05-27,2021-06-13,Low,Healthy,used,43,High
Wheat,Agra,6948,0x78e1c896baeec18f070423d5a74941c0f45a6d30c6b485bb243f4dd21f1d1a0a,Air,2020-04-01,2020-04-24,2020-05-07,Low,Healthy,used,36,High
Soybeans,Mumbai,7756,0x92f84cfebc41a25d5d190637dbe5b59816fd228eadcd44a6b2d4d1fdd2c2f849,Ship,2020-12-01,2021-02-13,2021-05-01,Low,Infected,used,151,Low
Tomatoes,Amritsar,2694,0xca8ed553d19243cd5a70d9199f3a4a274809dcacf7b55b49dc08c6c6e8a92f20,Truck,2020-08-03,2020-08-31,2020-09-21,Medium,Healthy,not_used,49,High
